 0.921817 0.0741 
 2.76545 0.0885 
 4.60908 0.2515 
 6.45272 0.3368 
 8.29635 0.1823 
 10.14 0.0476 
 11.9836 0.0062 
 13.8272 0.0021 
 15.6709 0.0027 
 17.5145 0.0029 
 19.3581 0.002 
 21.2018 0.0007 
 23.0454 0.0004 
 24.889 0.0006 
 26.7327 0.0009 
 28.5763 0.0004 
 30.4199 0.0002 
 32.2636 0 
 34.1072 0.0001 
 35.9508 0 
